method,route,domain,runtime_present,openapi_present,decision,owner,target_week,evidence_ref
POST,/admin/lifecycle/request-maintenance,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/admin/lifecycle/request-shutdown,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/admin/lifecycle/safe-restart,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/docs,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/healthz,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/healthz/all,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/healthz/{component},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/internal/models,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/metrics,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/readyz,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/system/ready,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET|POST,/v1/activity/events,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/activity/feed,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/adapter-repositories,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapter-repositories/{repo_id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-repositories/{repo_id}/archive,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET|PUT,/v1/adapter-repositories/{repo_id}/policy,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-repositories/{repo_id}/resolve-version,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapter-repositories/{repo_id}/versions,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-repositories/{repo_id}/versions/checkout,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-repositories/{repo_id}/versions/rollback,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET|POST,/v1/adapter-stacks,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-stacks/deactivate,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
DELETE|GET|PUT,/v1/adapter-stacks/{id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-stacks/{id}/activate,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapter-stacks/{id}/history,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapter-stacks/{id}/policies,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-versions/draft,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapter-versions/{version_id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-versions/{version_id}/promote,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapter-versions/{version_id}/tag,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
PUT,/v1/adapter-versions/{version_id}/weight,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapteros/receipts/{digest},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/adapteros/replay,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/adapteros/sessions/mint,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/adapters,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/category-policies,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET|PUT,/v1/adapters/category-policies/{category},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/directory/upsert,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/from-dataset/{dataset_id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/import,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
*,/v1/adapters/in-flight,slice_a_adapters_repos,true,false,exclude,api-contract-team,week_1,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/adapters/next-revision/{tenant}/{domain}/{purpose},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/register,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/swap,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/validate-name,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/verify-gpu,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
DELETE|GET,/v1/adapters/{adapter_id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/{adapter_id}/activate,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/activations,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
DELETE|GET|POST,/v1/adapters/{adapter_id}/archive,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/detail,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/{adapter_id}/duplicate,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
*,/v1/adapters/{adapter_id}/encryption,slice_a_adapters_repos,true,false,exclude,api-contract-team,week_1,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/adapters/{adapter_id}/evidence,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/export,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/health,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/{adapter_id}/lifecycle/demote,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/{adapter_id}/lifecycle/promote,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/lineage,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/{adapter_id}/load,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/manifest,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
DELETE|GET|POST,/v1/adapters/{adapter_id}/pin,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
*,/v1/adapters/{adapter_id}/provenance,slice_a_adapters_repos,true,false,exclude,api-contract-team,week_1,docs/api/openapi_route_coverage_exclusions.txt
POST,/v1/adapters/{adapter_id}/state/promote,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/stats,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/training-export,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/training-snapshot,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/adapters/{adapter_id}/unload,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/adapters/{adapter_id}/usage,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/admin/config,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/admin/status,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/admin/users,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE|GET|PUT,/v1/admin/users/{user_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/api-keys,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE,/v1/api-keys/{id},slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/chain,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/chain/verify,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/compliance,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/federation,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/logs,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/policy-decisions,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audit/policy-decisions/verify-chain,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/audits,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/bootstrap,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/auth/config,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/dev-bypass,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/auth/health,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/login,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/logout,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/auth/me,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/mfa/disable,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/mfa/start,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/auth/mfa/status,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/mfa/verify,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/refresh,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/auth/register,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/auth/sessions,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/auth/sessions/{jti},slice_d_auth_tenant,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt;shape-param-mismatch
